Tỉnh,Quận,Trường
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học A Vĩnh Phú Tây (95957407)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học C Vĩnh Phú Tây (95957409)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học B Phước Long (95957411)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học C Phước Long (95957412)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học A Phong Thạnh Tây B (95957414)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học A Phong Thạnh Tây A (95957415)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học B Phong Thạnh Tây B (95957417)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học B Thị trấn Phước Long (95957419)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học C Thị trấn Phước Long (95957420)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học A Hưng Phú (95957421)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học B Hưng Phú (95957422)
Tỉnh Bạc Liêu,Huyện Phước Long,Trường Tiểu học A xã Hưng Phú (95957424)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Hoa Lư (95958401)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Mai Thanh Thế (95958404)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Châu Thới (95958405)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Nguyễn Bỉnh Khiêm (95958406)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu Trần Quốc Toản (95958411)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Hoàng Hoa Thám (95958412)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Lê Quý Đôn (95958413)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Hoàng Quân (95958415)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Phan Đình Phùng (95958416)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Nguyễn Du (95958417)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Cửu Long 2 (95958428)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Lê Văn Tám (95958430)
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Trường Tiểu học Phan Bội Châu (95958431)
