Tỉnh,Quận,Trường
Cần Thơ,Quận Bình Thủy,Mầm non Phong Lan (92918301)
Cần Thơ,Quận Bình Thủy,Mầm non Bình Thuỷ (92918302)
Cần Thơ,Quận Bình Thủy,Mầm non Hoa Hồng (92918303)
Cần Thơ,Quận Bình Thủy,Mầm non Long Hoà (92918304)
Cần Thơ,Quận Bình Thủy,Mầm Non Long Tuyền (92918305)
Cần Thơ,Quận Bình Thủy,Mầm Non Thới An Đông (92918306)
Cần Thơ,Quận Bình Thủy,Mầm Non Tư Thục Tuổi Thơ (92918307)
Cần Thơ,Quận Bình Thủy,MN Sơn Ca (92918309)
Cần Thơ,Quận Bình Thủy,Trường mầm non Ánh Dương (92918310)
Cần Thơ,Quận Bình Thủy,MN tư thục Minh Ngọc (92918312)
Cần Thơ,Quận Bình Thủy,MN tư thục Khánh Ly (92918313)
Cần Thơ,Quận Bình Thủy,MN tư thục Khánh Vân (92918314)
Cần Thơ,Quận Bình Thủy,MN tư thục Mimh tríMinh Trí (92918315)
Cần Thơ,Quận Bình Thủy,NTĐLthục Thiên Lý (92918316)
Cần Thơ,Quận Bình Thủy,MN tư thục Thiên Thảo (92918318)
Cần Thơ,Quận Bình Thủy,NT tư thục Yến Linh (92918319)
Cần Thơ,Quận Bình Thủy,MN Trà An (92918320)
Cần Thơ,Quận Bình Thủy,Họa Mi (92918321)
Cần Thơ,Quận Bình Thủy,MN tư thục Tuổi Thơ 2 (92918322)
Cần Thơ,Quận Bình Thủy,MNTT Mặt Trời Nhỏ (92918323)
Cần Thơ,Quận Bình Thủy,MNTT Hồng Hà (92918324)
Cần Thơ,Quận Bình Thủy,Mầm non Mai Vàng (92918325)
Cần Thơ,Quận Bình Thủy,Mầm non Hoàng Sơn 3 (92918326)
Cần Thơ,Quận Bình Thủy,NTĐL Ánh Minh Đăng (92918L25)
Cần Thơ,Quận Bình Thủy,MNTT Hướng Dương (92918L27)
Cần Thơ,Quận Bình Thủy,NT Măng Non (92918L29)
Cần Thơ,Quận Bình Thủy,NT Vành Khuyên (92918L30)
Cần Thơ,Quận Bình Thủy,NT Vàng Anh (92918L32)
Cần Thơ,Quận Bình Thủy,NT Chích Chòe (929DL001)
Cần Thơ,Quận Bình Thủy,NT Hoa Thơ (929DL004)
Cần Thơ,Quận Bình Thủy,NT Búp Sen (929DL005)
Cần Thơ,Quận Bình Thủy,NT Cát Tường (929DL006)
Cần Thơ,Quận Bình Thủy,NT Hoàng Anh (929DL007)
Cần Thơ,Quận Bình Thủy,NT Liên Hương (929DL009)
Cần Thơ,Quận Bình Thủy,NT Sao Mai (929DL014)
Cần Thơ,Quận Bình Thủy,NTĐL An Thơ 3 (929DL033)
Cần Thơ,Quận Bình Thủy,NTĐL Hoa Vàng (929DL034)
Cần Thơ,Quận Bình Thủy,Trường MN Quân khu 9 (92918327)
Cần Thơ,Quận Bình Thủy,NTĐL Cầu Vòng (929DL038)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ HUY HOÀNG I (MN LÊ BÌNH) (919DL001)
Cần Thơ,Quận Cái Răng,Nhóm trẻ Đăng Khôi (MG Phú Thứ) (919DL002)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ TUỔI THƠ (MN LÊ BÌNH) (919DL004)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ THANH MỸ (MN LÊ BÌNH) (919DL005)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ ANH VŨ (MG lê Bình) (919DL007)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ BÉ NGOAN (MG LÊ BÌNH) (919DL009)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ TIẾN PHÁT (MG PHÚ THỨ) (919DL010)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ BÔNG SEN (MG BA LÁNG) (919DL013)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ VIỆT HOA (MG HƯNG THẠNH) (919DL014)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ KIM ĐỒNG (MG THƯỜNG THẠNH) (919DL015)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ QUỲNH ANH (MG THƯỜNG THẠNH) (919DL22)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ KIM ĐỒNG 2 (MG THƯỜNG THẠNH) (919DL23)
Cần Thơ,Quận Cái Răng,Nhóm trẻ Mây Vàng (MG Thường Thạnh) (919DL24)
Cần Thơ,Quận Cái Răng,MG Hưng Phú (92919201)
Cần Thơ,Quận Cái Răng,MG Hưng Thạnh (92919202)
Cần Thơ,Quận Cái Răng,Trường MG Phú Thứ (92919203)
Cần Thơ,Quận Cái Răng,MG Lê Bình (92919204)
Cần Thơ,Quận Cái Răng,Mẫu Giáo Thường Thạnh (92919205)
Cần Thơ,Quận Cái Răng,MG Ba Láng (92919207)
Cần Thơ,Quận Cái Răng,MN Lê Bình (92919301)
Cần Thơ,Quận Cái Răng,MN Phú Thứ (92919302)
Cần Thơ,Quận Cái Răng,MN Bé Ngoan (92919303)
Cần Thơ,Quận Cái Răng,Mầm Non Hoa Mai (92919304)
Cần Thơ,Quận Cái Răng,MN tư thục Ngôi Sao 2 (92919305)
Cần Thơ,Quận Cái Răng,Mầm non Bé Ngoan 2 (92919306)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ HOÀ BÌNH (MG PHÚ THỨ) (92919DL19)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ VƯỜN TÀI NĂNG (MG THƯỜNG THẠNH) (919DL26)
Cần Thơ,Quận Cái Răng,NHÓM TRẺ HƯỚNG DƯƠNG (MG HƯNG PHÚ) (919DL027)
Cần Thơ,Quận Cái Răng,MN Việt Mỹ (92919197)
Cần Thơ,Quận Cái Răng,MN song ngữ Hoa Kỳ (9291901001)
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập 457 (917DL001)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Anh Thư (917DL002)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Bình Hưng (917DL003)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Bình Minh (917DL004)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Lá Xanh (917DL006)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Thanh Nga (917DL007)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Thanh Trang (917DL008)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Thùy Linh (917DL010)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Tuổi Ngọc (917DL011)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Khánh Vy (917DL012)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập An Thơ (917DL016)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Tuổi Hồng (917DL018)"
Cần Thơ,Quận Ô Môn,Mẫu giáo Thới Long (92917203)
Cần Thơ,Quận Ô Môn,Mẫu giáo Trường Lạc (92917204)
Cần Thơ,Quận Ô Môn,Mẫu giáo Thới Hòa (92917205)
Cần Thơ,Quận Ô Môn,Mẫu giáo Long Hưng (92917206)
Cần Thơ,Quận Ô Môn,Mẫu giáo Long Hưng 2 (92917207)
Cần Thơ,Quận Ô Môn,Mầm non Thới Long (92917301)
Cần Thơ,Quận Ô Môn,Mầm non Hướng Dương (92917302)
Cần Thơ,Quận Ô Môn,Mầm non Phước Thới (92917303)
Cần Thơ,Quận Ô Môn,Mầm non Sao Mai (92917304)
Cần Thơ,Quận Ô Môn,Mầm non Thới An (92917305)
Cần Thơ,Quận Ô Môn,Mầm non Phước Thới 2 (92917306)
Cần Thơ,Quận Ô Môn,Mầm non Trường Lạc (92917307)
Cần Thơ,Quận Ô Môn,Mầm non Anh Đào (92917308)
Cần Thơ,Quận Ô Môn,Mầm non Sen Hồng (92917309)
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập tư thục An Thơ 4 (917DL021)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Khánh Vân 2 (917DL022)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập tư thục Trường Hưng (917DL023)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, Lớp mẫu giáo độc lập tư thục Khải Hưng (917DL024)"
Cần Thơ,Quận Ô Môn,"Nhóm trẻ, lớp mẫu giáo độc lập Tuổi Ngoan (9291701001)"
Cần Thơ,Huyện Thới Lai,Mầm non Thị trấn Thới Lai (92925301)
Cần Thơ,Huyện Thới Lai,Mầm non Trường Xuân (92925303)
Cần Thơ,Huyện Thới Lai,MN Định Môn (92927306)
Cần Thơ,Huyện Thới Lai,MN Đông Thuận (92927307)
Cần Thơ,Huyện Thới Lai,MN Tân Thạnh (92927308)
Cần Thơ,Huyện Thới Lai,MN Thới Tân (92927309)
Cần Thơ,Huyện Thới Lai,MN Thới Thạnh (92927310)
Cần Thơ,Huyện Thới Lai,MN Trường Thành (92927311)
Cần Thơ,Huyện Thới Lai,Trường Mầm non Trường Xuân A (92927312)
Cần Thơ,Huyện Thới Lai,MN Trường Xuân B (92927313)
Cần Thơ,Huyện Thới Lai,MN Tuổi Hồng (92927314)
Cần Thơ,Huyện Thới Lai,Mầm Non Đông Bình (92927315)
Cần Thơ,Huyện Thới Lai,MN Xuân Thắng (92927316)
Cần Thơ,Huyện Thới Lai,MN Trường Thắng (92927317)
Cần Thơ,Huyện Thới Lai,MN Tuổi Thơ (92927318)
Cần Thơ,Huyện Phong Điền,Nhóm trẻ tư thục Tuổi Thơ (926ĐL001)
Cần Thơ,Huyện Phong Điền,Nhóm trẻ độc lập Măng Non (926ĐL002)
Cần Thơ,Huyện Phong Điền,Nhóm trẻ độc lập Thiên Thần Nhỏ (926ĐL003)
Cần Thơ,Huyện Phong Điền,Mầm non Trường Long (92926301)
Cần Thơ,Huyện Phong Điền,Mầm non Thị trấn Phong Điền (92926302)
Cần Thơ,Huyện Phong Điền,Mầm non Nhơn Nghĩa (92926303)
Cần Thơ,Huyện Phong Điền,Mầm non Giai Xuân (92926304)
Cần Thơ,Huyện Phong Điền,Mầm non Nhơn Ái (92926306)
Cần Thơ,Huyện Phong Điền,Mầm non Mỹ Khánh (92926307)
Cần Thơ,Huyện Phong Điền,Mầm non Trường Phú (92926308)
Cần Thơ,Huyện Phong Điền,Mầm non Tân Xuân (92926309)
Cần Thơ,Huyện Phong Điền,Mầm non Trường Tây (92926311)
Cần Thơ,Huyện Phong Điền,Mầm non Nhơn Lộc (92926312)
Cần Thơ,Huyện Phong Điền,Mầm non Mỹ Phước (92926313)
Cần Thơ,Huyện Phong Điền,Mầm non Trường Hòa (92926314)
Cần Thơ,Huyện Phong Điền,Mầm non Vàm Xáng (92926315)
Cần Thơ,Huyện Phong Điền,Mầm non Tân Nhơn (92926317)
Cần Thơ,Quận Ninh Kiều,Lớp mẫu giáo độc lập 137/14 Hoàng Văn Thụ (916DL002)
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Bác Ái (916DL003)"
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Bình Minh (916DL006)"
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Trạng Tí 2 (916DL009)
Cần Thơ,Quận Ninh Kiều,Lớp mẫu giáo độc lập Hoa Hồng (916DL011)
Cần Thơ,Quận Ninh Kiều,Nhóm trẻ độc lập Hồng Hạc (916DL013)
Cần Thơ,Quận Ninh Kiều,Nhóm Trè Độc Lập Mai Hoa (916DL014)
Cần Thơ,Quận Ninh Kiều,Lớp mẫu giáo độc lập Mai Lan (916DL015)
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Nai Vàng (916DL017)"
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Ngọc Lan (916DL019)"
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Sóc Nâu (916DL020)"
Cần Thơ,Quận Ninh Kiều,Trường MN Thái Bình Dương (916DL021)
Cần Thơ,Quận Ninh Kiều,Nhóm nhà trẻ độc lập Thiên Thần Nhỏ (916DL023)
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Tuổi Thơ (916DL024)"
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Tân Việt Mỹ (916DL025)"
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Trạng Tí (916DL030)
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Xuân Mai (916DL032)"
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Hoa Mặt Trời (916DL033)"
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Mai Hồng (916DL034)"
Cần Thơ,Quận Ninh Kiều,Trường Mẫu giáo An Bình (92916201)
Cần Thơ,Quận Ninh Kiều,Trường Mẫu giáo An Phú (92916202)
Cần Thơ,Quận Ninh Kiều,Trường Mẫu giáo An Nghiệp (92916203)
Cần Thơ,Quận Ninh Kiều,Trường Mẫu giáo Hưng Lợi (92916206)
Cần Thơ,Quận Ninh Kiều,Trường Mẫu giáo Sao Mai (92916209)
Cần Thơ,Quận Ninh Kiều,Trường Mẫu giáo Hoa Mai (92916210)
Cần Thơ,Quận Ninh Kiều,Trường Mẫu giáo Thới Hoà (92916211)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Bông Sen (92916301)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non 1 Tháng 6 (92916302)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non 2 Tháng 9 (92916303)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non 8 Tháng 3 (92916304)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Hoàng Anh (92916305)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Sơn Ca (92916306)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Thực Hành (92916307)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Tây Đô (92916308)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Anh Đào (92916310)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Hoa Cúc (92916311)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Phượng Hồng (92916312)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Hoàng Sơn (92916313)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Thanh Xuân (92916315)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Hướng Dương (92916316)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Mai Anh (92916318)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Vành Khuyên (92916320)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Ngôi Sao (92916321)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Hoàng Yến (92916322)
Cần Thơ,Quận Ninh Kiều,Trường Mầm Non Ánh Dương (92916323)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Tuổi Ngọc (92916324)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Việt Úc (92916325)
Cần Thơ,Quận Ninh Kiều,Trường Mầm non Mặt Trời Nhỏ (92916326)
Cần Thơ,Quận Ninh Kiều,Nhóm trẻ độc lập Vườn Tuổi Thơ (92916328)
Cần Thơ,Quận Ninh Kiều,"Nhóm trẻ, lớp mẫu giáo độc lập Hoàng Sơn 2 (92916329)"
